stage timings per batch: dataload, to_device, encoder, decoder, cls_head, forward_total, loss, backward, optimizer
epoch=1 step=1 dataload=0.546522 to_device=0.006234 encoder=0.490406 decoder=0.080662 cls_head=0.015081 forward_total=0.586290 loss=0.081906 backward=0.205199 optimizer=0.078568
epoch=1 step=2 dataload=0.003511 to_device=0.003034 encoder=0.005683 decoder=0.001421 cls_head=0.000113 forward_total=0.007261 loss=0.002123 backward=0.005892 optimizer=0.002000
epoch=1 step=3 dataload=0.007251 to_device=0.002616 encoder=0.003906 decoder=0.000980 cls_head=0.000072 forward_total=0.004979 loss=0.002458 backward=0.007654 optimizer=0.001816
epoch=1 step=4 dataload=0.008353 to_device=0.002655 encoder=0.003865 decoder=0.000971 cls_head=0.000073 forward_total=0.004929 loss=0.002492 backward=0.009802 optimizer=0.001808
epoch=1 step=5 dataload=0.003176 to_device=0.002644 encoder=0.003982 decoder=0.000982 cls_head=0.000074 forward_total=0.005061 loss=0.002481 backward=0.009798 optimizer=0.001786
epoch=1 step=6 dataload=0.005051 to_device=0.002585 encoder=0.003938 decoder=0.000973 cls_head=0.000073 forward_total=0.005003 loss=0.002503 backward=0.014723 optimizer=0.002086
epoch=1 step=7 dataload=0.003539 to_device=0.002591 encoder=0.004081 decoder=0.001042 cls_head=0.000077 forward_total=0.005222 loss=0.002499 backward=0.013418 optimizer=0.002091
epoch=1 step=8 dataload=0.159439 to_device=0.004339 encoder=0.010943 decoder=0.002576 cls_head=0.000192 forward_total=0.013765 loss=0.001348 backward=0.014920 optimizer=0.006097
epoch=1 step=9 dataload=0.006674 to_device=0.004948 encoder=0.013184 decoder=0.002783 cls_head=0.000230 forward_total=0.016255 loss=0.001420 backward=0.015825 optimizer=0.005118
epoch=1 step=10 dataload=0.005518 to_device=0.004439 encoder=0.010865 decoder=0.002542 cls_head=0.000192 forward_total=0.013651 loss=0.001342 backward=0.018812 optimizer=0.004725
epoch=1 step=11 dataload=0.106978 to_device=0.004975 encoder=0.013368 decoder=0.003169 cls_head=0.000236 forward_total=0.016836 loss=0.001606 backward=0.019568 optimizer=0.006226
epoch=1 step=12 dataload=0.009053 to_device=0.004959 encoder=0.013245 decoder=0.003103 cls_head=0.000214 forward_total=0.016620 loss=0.001448 backward=0.019248 optimizer=0.005503
epoch=1 step=13 dataload=0.005926 to_device=0.004512 encoder=0.011997 decoder=0.002762 cls_head=0.000191 forward_total=0.015003 loss=0.001337 backward=0.018961 optimizer=0.005241
epoch=1 step=14 dataload=0.089248 to_device=0.004960 encoder=0.013311 decoder=0.003175 cls_head=0.000231 forward_total=0.016781 loss=0.001601 backward=0.019624 optimizer=0.006123
