stage timings per batch: dataload, to_device, encoder, decoder, cls_head, forward_total, loss, backward, optimizer
epoch=1 step=1 dataload=0.563405 to_device=0.003686 encoder=0.328201 decoder=0.062460 cls_head=0.011826 forward_total=0.402559 loss=0.064527 backward=0.152142 optimizer=0.052843
epoch=1 step=2 dataload=0.005568 to_device=0.003257 encoder=0.006426 decoder=0.001061 cls_head=0.000084 forward_total=0.007611 loss=0.002419 backward=0.005883 optimizer=0.001828
epoch=1 step=3 dataload=0.008942 to_device=0.002782 encoder=0.003919 decoder=0.000960 cls_head=0.000074 forward_total=0.004974 loss=0.002453 backward=0.007335 optimizer=0.001843
epoch=1 step=4 dataload=0.004427 to_device=0.002735 encoder=0.003822 decoder=0.000948 cls_head=0.000072 forward_total=0.004862 loss=0.002491 backward=0.008748 optimizer=0.001769
epoch=1 step=5 dataload=0.004636 to_device=0.002769 encoder=0.004066 decoder=0.001012 cls_head=0.000079 forward_total=0.005177 loss=0.002439 backward=0.009624 optimizer=0.001988
epoch=1 step=6 dataload=0.005081 to_device=0.002731 encoder=0.004011 decoder=0.001022 cls_head=0.000077 forward_total=0.005132 loss=0.002474 backward=0.010909 optimizer=0.002072
epoch=1 step=7 dataload=0.003032 to_device=0.002780 encoder=0.004075 decoder=0.001013 cls_head=0.000077 forward_total=0.005187 loss=0.002443 backward=0.011659 optimizer=0.002006
epoch=1 step=8 dataload=0.004436 to_device=0.002684 encoder=0.004102 decoder=0.001006 cls_head=0.000081 forward_total=0.005211 loss=0.002463 backward=0.012378 optimizer=0.002031
epoch=1 step=9 dataload=0.004019 to_device=0.002743 encoder=0.004118 decoder=0.001044 cls_head=0.000080 forward_total=0.005265 loss=0.002418 backward=0.013553 optimizer=0.002050
epoch=1 step=10 dataload=0.056129 to_device=0.003864 encoder=0.009257 decoder=0.002248 cls_head=0.000168 forward_total=0.011724 loss=0.001405 backward=0.015137 optimizer=0.004345
epoch=1 step=11 dataload=0.004707 to_device=0.003943 encoder=0.009239 decoder=0.002229 cls_head=0.000165 forward_total=0.011681 loss=0.001447 backward=0.016529 optimizer=0.004362
epoch=1 step=12 dataload=0.007380 to_device=0.004049 encoder=0.010649 decoder=0.002624 cls_head=0.000194 forward_total=0.013515 loss=0.001245 backward=0.018542 optimizer=0.004400
epoch=1 step=13 dataload=0.006983 to_device=0.004096 encoder=0.010890 decoder=0.002555 cls_head=0.000167 forward_total=0.013659 loss=0.001097 backward=0.018630 optimizer=0.004363
epoch=1 step=14 dataload=0.079491 to_device=0.004182 encoder=0.016453 decoder=0.003300 cls_head=0.000239 forward_total=0.020067 loss=0.001523 backward=0.018857 optimizer=0.006210
epoch=1 step=15 dataload=0.013503 to_device=0.005014 encoder=0.013237 decoder=0.002913 cls_head=0.000211 forward_total=0.016421 loss=0.001375 backward=0.018683 optimizer=0.005139
epoch=1 step=16 dataload=0.005616 to_device=0.004271 encoder=0.010795 decoder=0.002591 cls_head=0.000189 forward_total=0.013628 loss=0.001256 backward=0.018507 optimizer=0.005057
epoch=1 step=17 dataload=0.005628 to_device=0.004301 encoder=0.010904 decoder=0.002607 cls_head=0.000190 forward_total=0.013751 loss=0.001243 backward=0.018625 optimizer=0.004671
epoch=1 step=18 dataload=0.011758 to_device=0.004927 encoder=0.012575 decoder=0.002846 cls_head=0.000210 forward_total=0.015691 loss=0.001371 backward=0.018610 optimizer=0.004689
epoch=1 step=19 dataload=0.015726 to_device=0.005011 encoder=0.012421 decoder=0.002890 cls_head=0.000208 forward_total=0.015583 loss=0.001373 backward=0.018563 optimizer=0.005298
epoch=1 step=20 dataload=0.005604 to_device=0.007188 encoder=0.010852 decoder=0.002617 cls_head=0.000190 forward_total=0.013714 loss=0.001178 backward=0.018787 optimizer=0.004775
epoch=1 step=21 dataload=0.005622 to_device=0.004070 encoder=0.009940 decoder=0.002403 cls_head=0.000176 forward_total=0.012565 loss=0.001278 backward=0.018547 optimizer=0.004738
epoch=1 step=22 dataload=0.011632 to_device=0.004477 encoder=0.012721 decoder=0.002616 cls_head=0.000193 forward_total=0.015585 loss=0.001256 backward=0.018585 optimizer=0.004706
epoch=1 step=23 dataload=0.011948 to_device=0.005016 encoder=0.011988 decoder=0.002619 cls_head=0.000191 forward_total=0.014855 loss=0.001281 backward=0.018722 optimizer=0.004808
epoch=1 step=24 dataload=0.005152 to_device=0.004028 encoder=0.009952 decoder=0.002402 cls_head=0.000177 forward_total=0.012582 loss=0.001263 backward=0.018403 optimizer=0.004648
epoch=1 step=25 dataload=0.005103 to_device=0.004003 encoder=0.009926 decoder=0.002407 cls_head=0.000178 forward_total=0.012558 loss=0.001256 backward=0.018414 optimizer=0.004668
